# DE2000               RA2000                HD         Pol      e_Pol                  PA      e_PA   GLON       GLAT       E_B-V_   Vmag   Dist      PolRefs                 
  -52.14309999999999   245.95639499999996    147318.0   0.91     0.1                    58.3    3.1    332.3377   -1.8374    0.7      9.4    3678.5    0000000000000100000000  
  -52.099199999999996  258.53783999999996    155418.0   1.45     0.1                    27.0    2.0    337.3286   -7.7377    0.2      9.6    1717.5    0000000000000100000000  
  -52.082899999999995  137.48814             79091.0    0.05     0.07                   65.9    35.0   272.5166   -2.8051    0.0      6.2    97.0      0000000001000000000000  
  -52.04709999999999   21.868499999999997    14615.0    0.306    0.24900000000000003    171.9   22.1   290.1581   -64.1782   ""       10.8   91.0      0000000100000000000000  
  -52.0395             146.76214499999998    298658.0   1.9      0.1                    145.9   1.5    276.6178   1.1521     1.5      8.7    293.0     0000000000000100000000  
  -52.02969999999999   226.73321999999996    133518.0   0.53     0.1                    29.5    5.4    323.0822   5.4606     0.1      6.4    563.0     0000000000000100000000  
  -52.02669999999999   244.15937999999997    ""         5.5      0.1                    49.1    0.5    331.6346   -0.9778    1.1      9.9    2895.0    0000000000000100000000  
  -52.024699999999996  246.38593499999996    147617.0   2.71     0.1                    58.0    1.1    332.6073   -1.9429    0.6      9.8    4927.0    0000000000000100000000  
  -51.99849999999999   138.30280499999998    79604.0    1.36     0.060000000000000005   171.0   1.3    272.798    -2.3817    0.3      9.0    297.0     0000000001000000000000  
  -51.997899999999994  246.02239499999996    147359.0   1.8      0.1                    53.9    1.6    332.4697   -1.7643    0.4      9.6    1824.0    0000000000000100000000  
  -51.96979999999999   244.21444499999996    ""         5.03     0.1                    53.3    0.6    331.6985   -0.9605    1.2      9.8    3002.0    0000000000000100000000  
  -51.962199999999996  140.98253999999997    298377.0   2.3      0.4                    140.0   5.0    273.9298   -1.1794    0.5      10.3   1418.0    0000000000000000100000  
  -51.96189999999999   242.23061999999996    144555.0   2.72     0.1                    26.9    1.1    330.8139   -0.117     0.6      9.4    1140.0    0000000000000100000000  
  -51.948699999999995  261.73477499999996    157599.0   1.34     0.035                  15.6    0.7    338.5642   -9.2865    0.1      6.2    158.5     0000000000001000000000  
  -51.945699999999995  154.49433             89428.0    0.34     0.05                   159.9   4.2    280.3779   4.0762     0.1      8.2    276.0     0000000001000000000000  
  -51.94189999999999   241.12913999999998    143738.0   2.47     0.1                    38.4    1.2    330.3232   0.3526     0.4      9.2    1137.5    0000000000000100000000  
  -51.9314             283.30000499999994    174430.0   0.58     0.035                  4.5     1.7    344.3676   -21.2971   0.1      6.5    166.0     0000000000001000000000  
  -51.90449999999999   23.055794999999996    ""         0.124    0.08700000000000001    103.6   19.3   288.4713   -64.0634   ""       10.0   91.0      0000000100000000000000  
  -51.872499999999995  147.40606499999998    298682.0   2.01     0.1                    128.8   1.4    276.8169   1.5339     0.4      9.1    3633.0    0000000000000100000000  
  -51.82619999999999   97.82591999999998     46569.0    0.05     0.035                  13.8    19.3   260.5611   -23.9994   0.0      5.6    19.1      0000000000001000000000  
  -51.80309999999999   156.18365999999997    90370.0    0.76     0.060000000000000005   107.9   2.3    281.1781   4.763      0.1      9.1    223.0     0000000001000000000000  
  -51.798899999999996  246.58810499999996    ""         2.09     0.1                    66.4    1.4    332.8562   -1.8749    0.5      9.6    2146.0    0000000000000100000000  
  -51.78639999999999   320.87563499999993    203371.0   0.06     0.11500000000000002    173.2   43.8   345.7721   -44.2141   0.0      10.1   660.7     0000000000001000000000  
  -51.769499999999994  244.34092499999997    ""         5.14     0.1                    47.9    0.6    331.8939   -0.871     1.2      9.8    2929.0    0000000000000100000000  
  -51.76769999999999   251.96411999999998    151083.0   2.45     0.1                    22.8    1.2    335.1102   -4.3228    0.5      9.0    2447.0    0000000000000100000000  
  -51.766799999999996  29.248559999999998    12042.0    0.018    0.012000000000000002   1.3     18.4   280.7538   -62.446    0.0      6.1    25.0      0000000100000000000000  
  -51.74569999999999   154.64200499999998    89532.0    0.26     0.05                   166.4   5.5    280.3432   4.2933     0.0      7.7    195.0     0000000001000000000000  
  -51.736999999999995  140.99723999999998    81471.0    1.53     0.035                  154.2   0.7    273.7786   -1.0122    0.5      6.1    709.0     0000000000001000000000  
  -51.718999999999994  152.69384999999997    88468.0    0.82     0.07                   121.6   2.4    279.3292   3.6352     0.1      9.8    489.0     0000000001000000000000  
  -51.65959999999999   142.65523499999998    298429.0   3.0      0.1                    3.2     1.0    274.4668   -0.2452    0.9      9.7    2601.5    0000000000000100000000  
  -51.6371             339.01356             ""         0.039    0.068                  175.7   41.1   339.6889   -54.7154   ""       10.5   32.0      0000000100000000000000  
  -51.63089999999999   142.69022999999999    298428.0   0.52     0.1                    156.2   5.5    274.4631   -0.2094    1.0      9.7    1905.5    0000000000000100000000  
  -51.62879999999999   140.088               ""         4.26     0.1                    148.4   0.7    273.3021   -1.3325    0.8      10.8   4570.9    0000000000000100000000  
  -51.619299999999996  242.91485999999998    145107.0   2.01     0.1                    38.2    1.4    331.3572   -0.1528    0.4      9.7    4715.0    0000000000000100000000  
  -51.61129999999999   4.098644999999999     1219.0     0.238    0.044000000000000004   133.9   5.3    315.6897   -64.6402   ""       8.6    220.0     0000000100000000000000  
  -51.60949999999999   28.986794999999997    11937.0    0.0090   0.006000000000000001   60.6    18.4   280.8656   -62.6661   ""       3.7    19.0      0000000100000000000000  
  -51.60809999999999   312.87520499999994    198308.0   0.1      0.035                  151.1   9.9    346.9811   -39.3371   0.1      5.1    63.1      0000000000001000000000  
  -51.60099999999999   157.870725            91306.0    0.15     0.060000000000000005   134.2   11.3   281.9666   5.4821     0.0      8.7    260.0     0000000001000000000000  
  -51.560599999999994  139.676505            80558.0    2.899    0.04700000000000001    162.3   0.5    273.0738   -1.4663    0.6      5.9    1343.0    0000000000001100000000  
  -51.5365             156.79136999999997    90705.0    0.32     0.09000000000000001    128.6   8.0    281.3572   5.1887     0.1      8.4    300.0     0000000001000000000000  
  -51.532599999999995  158.260395            91530.0    0.1      0.060000000000000005   147.0   16.7   282.1408   5.6645     0.1      8.3    268.0     0000000001000000000000  
  -51.44109999999999   40.27612499999999     16931.0    0.091    0.032                  7.0     10.0   270.0313   -58.1032   ""       9.3    37.0      0000000100000000000000  
  -51.432599999999994  206.66402999999997    119834.0   0.04     0.035                  61.5    23.6   311.6339   10.5037    0.0      4.6    39.8      0000000000001000000000  
  -51.421099999999996  142.726095            298425.0   2.05     0.1                    168.4   1.4    274.336    -0.041     0.9      9.8    2218.5    0000000000000100000000  
  -51.41669999999999   153.176955            88732.0    0.34     0.07                   162.0   5.9    279.4025   4.055      0.1      8.9    246.0     0000000001000000000000  
  -51.408199999999994  256.18346999999994    153879.0   1.62     0.1                    13.1    1.8    337.0294   -6.1524    0.4      9.0    1179.0    0000000000000100000000  
  -51.386599999999994  138.826035            298310.0   2.483    0.024000000000000004   164.9   0.3    272.5794   -1.7246    1.2      10.1   1939.0    0000000000000100100000  
  -51.373999999999995  358.90570499999995    224147.0   0.049    0.030000000000000002   152.5   17.0   322.6905   -63.5596   ""       8.4    91.0      0000000100000000000000  
  -51.336099999999995  149.091255            86352.0    0.53     0.1                    168.1   5.4    277.2984   2.6069     0.1      6.4    558.0     0000000000000100000000  
  -51.31669999999999   342.138315            215789.0   0.0090   0.0040                 162.4   12.5   338.3052   -56.5265   0.0      3.7    22.0      0000000100000000000000  
  -51.30519999999999   228.57617999999997    134889.0   1.82     0.1                    77.9    1.6    324.4411   5.5005     0.4      9.9    2630.3    0000000000000100000000  
  -51.26259999999999   248.41336499999997    148877.0   0.83     0.1                    39.2    3.4    334.027    -2.331     0.4      8.5    342.0     0000000000000100000000  
  -51.256699999999995  153.91705499999998    89137.0    0.4      0.1                    44.0    7.1    279.6942   4.4484     0.3      8.0    2670.0    0000000000000100000000  
  -51.255199999999995  143.53666499999997    83058.0    0.33     0.035                  179.1   3.0    274.5951   0.4246     0.1      5.0    383.0     0000000000001000000000  
  -51.247499999999995  243.54916499999996    ""         2.65     0.1                    36.0    1.1    331.9      -0.1532    0.6      10.5   1690.0    0000000000000100000000  
  -51.22319999999999   89.75735999999999     40909.0    0.05     0.035                  50.9    19.3   258.8153   -28.8052   0.0      7.1    275.0     0000000000001000000000  
  -51.21269999999999   166.523925            96407.0    0.12     0.030000000000000002   125.0   7.1    286.6218   8.2923     0.0      ""     87.1      0000900000000000000000  
  -51.18849999999999   152.05526999999998    297820.0   1.66     0.1                    143.8   1.7    278.6962   3.8373     0.7      10.6   331.1     0000000000000100000000  
  -51.17649999999999   140.49343499999998    298369.0   1.43     0.09100000000000001    169.1   1.8    273.1613   -0.8338    0.7      10.0   1746.0    0000000000000100100000  
  -51.146699999999996  148.45879499999998    85953.0    0.488    0.007000000000000001   173.3   0.4    276.8699   2.5102     0.1      5.9    487.0     0000000000001100000000  
  -51.14439999999999   234.65399999999997    ""         3.9      0.1                    55.2    0.7    327.6969   3.5074     0.7      11.3   8325.0    0000000000000100000000  
  -51.12029999999999   236.77171499999997    140662.0   1.9      0.1                    49.0    1.5    328.7699   2.721      0.5      9.9    316.2     0000000000000000000001  
  -51.114399999999996  132.57398999999998    ""         1.75     0.1                    172.6   1.6    269.7784   -4.4736    0.4      10.6   2253.0    0000000000000100000000  
  -51.096399999999996  147.22562999999997    297624.0   2.29     0.1                    115.0   1.3    276.2366   2.0616     0.5      10.2   1887.0    0000000000000100000000  
  -51.08319999999999   258.936225            155670.0   0.9      0.1                    18.0    3.2    338.3115   -7.358     0.2      6.9    876.0     0000000000000100000000  
